date,entity_id,primary_metric,secondary_metric,revenue_or_value,quality_score,risk_score
2026-02-26,EXP008,76.1,45.2,98149,82.1,25.1
2026-02-26,EXP009,47.7,21.1,32555,72.3,78.3
2026-02-26,EXP010,57.6,32.7,173838,72.6,53.3
2026-02-26,EXP011,45.3,31.9,144533,69.0,80.3
2026-02-26,EXP012,79.8,71.9,51769,66.1,11.4
2026-02-26,EXP013,67.2,23.0,54819,80.0,31.8
2026-02-26,EXP014,81.5,31.4,29405,94.9,88.9
2026-02-26,EXP015,92.8,42.9,127842,97.1,85.3
2026-02-26,EXP016,53.7,20.5,56502,67.3,65.4
2026-02-26,EXP017,59.1,63.9,145400,93.2,19.1
2026-02-26,EXP018,69.1,80.6,17349,71.3,91.3
2026-02-26,EXP019,92.3,61.2,146839,85.0,83.9
2026-02-26,EXP020,80.1,26.4,96706,63.3,67.6
2026-02-26,EXP021,71.7,54.1,73594,90.4,17.8
2026-02-26,EXP022,50.5,41.5,24079,88.1,54.1
2026-02-26,EXP023,43.6,32.3,128535,95.1,14.1
2026-02-26,EXP024,46.9,37.3,154027,66.9,16.1
2026-02-26,EXP025,86.7,58.4,12605,74.6,23.4
2026-02-26,EXP026,40.6,61.6,154599,80.4,26.9
2026-02-26,EXP027,70.1,40.4,168711,94.9,49.4
2026-02-26,EXP028,60.4,40.0,134674,94.2,67.4
2026-02-26,EXP029,52.5,62.7,33445,82.2,36.7
2026-02-26,EXP030,47.7,46.5,17805,80.4,78.0
2026-02-26,EXP031,59.0,38.1,76299,96.7,49.4
2026-02-26,EXP032,43.4,67.4,39762,85.8,76.2
2026-02-27,EXP001,62.6,64.8,33356,84.3,50.7
2026-02-27,EXP002,42.5,31.2,145175,81.3,55.1
2026-02-27,EXP003,73.0,59.9,46450,82.9,70.4
2026-02-27,EXP004,88.5,61.0,143251,90.4,30.6
2026-02-27,EXP005,89.8,47.8,25686,97.5,10.3
2026-02-27,EXP006,65.0,78.3,133012,70.9,36.0
2026-02-27,EXP007,84.1,48.4,72652,74.9,70.0
2026-02-27,EXP008,68.3,49.1,119366,64.4,54.0
2026-02-27,EXP009,40.9,33.5,68646,86.1,85.6
2026-02-27,EXP010,42.0,78.2,92589,94.1,62.9
2026-02-27,EXP011,52.7,57.4,81589,80.0,58.9
2026-02-27,EXP012,44.0,66.7,88230,97.3,36.1
2026-02-27,EXP013,76.0,50.4,19690,65.5,71.5
2026-02-27,EXP014,80.3,30.7,84975,65.0,10.7
2026-02-27,EXP015,51.3,54.9,46515,72.8,86.1
2026-02-27,EXP016,58.9,59.6,10185,65.0,15.4
2026-02-27,EXP017,82.2,59.7,38337,81.6,16.7
2026-02-27,EXP018,51.4,37.2,54654,94.4,31.7
2026-02-27,EXP019,85.2,58.0,71037,97.1,60.4
2026-02-27,EXP020,46.6,35.9,137746,92.5,44.3
2026-02-27,EXP021,63.2,77.2,32371,87.7,79.8
2026-02-27,EXP022,46.5,55.4,48155,74.5,62.0
2026-02-27,EXP023,64.0,39.8,132069,68.8,41.2
2026-02-27,EXP024,91.4,56.8,81447,72.6,11.9
2026-02-27,EXP025,85.2,68.6,96056,77.3,36.1
2026-02-27,EXP026,41.1,41.0,27582,79.5,78.9
2026-02-27,EXP027,52.7,62.3,80058,89.7,15.7
2026-02-27,EXP028,62.9,49.5,151138,82.5,91.5
2026-02-27,EXP029,54.8,74.5,48685,69.3,88.9
2026-02-27,EXP030,93.9,62.6,17862,84.6,67.5
2026-02-27,EXP031,52.6,43.4,18247,93.9,92.1
2026-02-27,EXP032,67.0,59.2,17584,74.6,9.1
2026-02-28,EXP001,69.9,47.4,35509,64.2,13.1
2026-02-28,EXP002,67.1,54.4,157413,63.9,53.6
2026-02-28,EXP003,85.0,77.3,13667,98.4,86.8
2026-02-28,EXP004,90.3,22.4,174530,73.6,79.6
2026-02-28,EXP005,80.1,76.7,39560,65.3,45.0
2026-02-28,EXP006,49.6,62.6,92041,95.9,62.8
2026-02-28,EXP007,78.1,65.6,41037,83.2,77.8
2026-02-28,EXP008,85.5,81.7,120275,88.0,12.4
2026-02-28,EXP009,72.1,78.9,6621,82.6,76.6
2026-02-28,EXP010,51.3,62.6,139566,76.9,62.6
2026-02-28,EXP011,80.8,43.0,64848,88.6,85.7
2026-02-28,EXP012,77.7,60.0,37934,62.6,24.3
2026-02-28,EXP013,49.4,32.9,77249,82.3,92.4
2026-02-28,EXP014,66.9,46.4,114389,95.7,49.2
2026-02-28,EXP015,50.2,48.5,35021,90.8,68.7
2026-02-28,EXP016,54.4,74.8,153215,96.1,48.7
2026-02-28,EXP017,42.0,54.3,116707,76.4,85.3
2026-02-28,EXP018,55.4,47.0,58111,88.2,33.2
2026-02-28,EXP019,44.1,26.2,134409,77.9,68.6
2026-02-28,EXP020,89.4,73.8,132290,86.1,70.9
2026-02-28,EXP021,59.2,55.9,28512,77.6,25.2
2026-02-28,EXP022,67.9,25.0,64390,67.7,43.7
2026-02-28,EXP023,94.4,64.5,100935,89.9,17.9
2026-02-28,EXP024,41.8,54.6,59609,80.0,89.0
2026-02-28,EXP025,81.3,55.5,129057,92.1,49.4
2026-02-28,EXP026,40.4,57.1,66773,84.0,34.8
2026-02-28,EXP027,60.4,61.8,127646,72.0,33.5
2026-02-28,EXP028,92.4,21.8,75613,67.8,21.6
2026-02-28,EXP029,86.2,39.9,38014,81.0,33.5
2026-02-28,EXP030,72.1,41.4,155079,79.2,26.9
2026-02-28,EXP031,53.3,27.7,171653,63.0,63.1
2026-02-28,EXP032,87.5,49.5,127595,71.0,82.5
2026-03-01,EXP001,68.8,44.8,124960,82.1,40.8
2026-03-01,EXP002,63.6,69.8,124059,71.4,68.3
2026-03-01,EXP003,79.9,75.4,88650,68.0,9.5
2026-03-01,EXP004,43.1,27.9,117883,94.6,93.6
2026-03-01,EXP005,75.7,72.1,69962,68.5,79.7
2026-03-01,EXP006,65.6,32.2,118931,73.2,46.5
2026-03-01,EXP007,83.8,44.7,108596,84.0,16.8
2026-03-01,EXP008,88.3,52.1,83984,76.1,19.8
2026-03-01,EXP009,73.0,38.1,50739,90.2,23.6
2026-03-01,EXP010,73.2,69.4,128903,85.2,10.9
2026-03-01,EXP011,68.9,73.4,172223,87.0,22.7
2026-03-01,EXP012,46.0,71.6,88650,83.3,69.9
2026-03-01,EXP013,90.5,27.0,66750,70.1,53.9
2026-03-01,EXP014,84.8,33.2,106676,70.9,46.8
2026-03-01,EXP015,54.5,41.0,155373,98.9,23.0
2026-03-01,EXP016,91.4,35.6,60732,97.6,20.8
2026-03-01,EXP017,96.0,80.8,55019,78.0,33.9
2026-03-01,EXP018,84.1,38.7,110450,86.0,61.2
2026-03-01,EXP019,80.2,42.0,107029,89.3,24.6
2026-03-01,EXP020,83.3,53.5,44163,98.5,25.1
2026-03-01,EXP021,70.4,79.1,31845,66.6,20.4
2026-03-01,EXP022,64.8,48.4,81432,80.2,26.2
2026-03-01,EXP023,93.2,26.2,16633,67.8,58.0
2026-03-01,EXP024,46.2,37.2,143336,63.2,20.8
2026-03-01,EXP025,45.5,26.2,57420,95.7,20.4
2026-03-01,EXP026,63.6,46.5,125548,82.2,50.0
2026-03-01,EXP027,75.1,52.4,55163,67.9,40.9
2026-03-01,EXP028,40.3,50.8,16031,97.8,46.3
2026-03-01,EXP029,44.0,25.8,36888,83.8,39.8
2026-03-01,EXP030,69.9,77.5,132974,80.3,92.3
2026-03-01,EXP031,47.3,69.0,26155,64.3,81.8
2026-03-01,EXP032,77.7,58.7,59949,72.5,85.3
2026-03-02,EXP001,46.0,46.0,107474,95.8,34.7
2026-03-02,EXP002,86.1,60.7,37182,70.1,24.9
2026-03-02,EXP003,57.3,74.9,96953,97.1,23.9
2026-03-02,EXP004,86.3,80.5,73803,69.4,66.5
2026-03-02,EXP005,63.4,24.5,153023,75.7,82.8
2026-03-02,EXP006,65.2,54.8,153320,82.5,71.2
2026-03-02,EXP007,95.0,43.8,74159,71.3,65.8
2026-03-02,EXP008,48.6,33.4,50429,72.5,63.1
2026-03-02,EXP009,81.0,75.6,148164,89.4,83.3
2026-03-02,EXP010,85.8,43.4,39818,86.7,45.0
2026-03-02,EXP011,69.2,59.9,72980,79.3,12.8
2026-03-02,EXP012,63.1,52.5,8675,78.0,68.8
2026-03-02,EXP013,86.5,78.8,133250,78.0,34.9
2026-03-02,EXP014,69.8,70.8,86042,83.4,46.3
2026-03-02,EXP015,43.8,78.2,104237,66.5,69.2
2026-03-02,EXP016,92.0,44.3,144107,72.0,40.8
2026-03-02,EXP017,87.8,53.2,50089,93.9,70.3
2026-03-02,EXP018,46.7,81.3,26484,79.8,45.2
2026-03-02,EXP019,53.3,39.2,129728,76.3,82.5
2026-03-02,EXP020,68.3,36.6,23922,73.8,59.9
2026-03-02,EXP021,87.4,70.1,58206,77.8,50.6
2026-03-02,EXP022,75.5,69.9,56509,92.7,21.6
2026-03-02,EXP023,61.1,27.9,101519,62.6,18.7
2026-03-02,EXP024,40.4,51.0,97881,80.4,50.2
2026-03-02,EXP025,54.5,23.7,89462,90.9,90.1
2026-03-02,EXP026,69.9,55.5,49165,76.8,28.8
2026-03-02,EXP027,79.6,60.4,63653,78.2,84.7
2026-03-02,EXP028,47.7,37.5,7257,91.3,70.4
2026-03-02,EXP029,57.3,26.4,40169,79.7,53.0
2026-03-02,EXP030,67.3,80.5,36647,90.5,83.9
2026-03-02,EXP031,91.9,25.5,91650,68.6,54.1
2026-03-02,EXP032,49.4,53.9,167834,67.9,60.2
2026-03-03,EXP001,66.0,44.8,137920,70.5,37.0
2026-03-03,EXP002,94.9,27.2,140537,96.5,71.3
2026-03-03,EXP003,45.6,77.8,61683,62.4,37.7
2026-03-03,EXP004,76.8,21.4,156310,62.6,9.7
2026-03-03,EXP005,65.6,69.0,24483,72.1,13.1
2026-03-03,EXP006,88.9,44.2,83426,98.0,34.0
2026-03-03,EXP007,91.9,55.9,150609,79.0,61.4
2026-03-03,EXP008,61.7,76.0,116382,93.9,81.7
2026-03-03,EXP009,71.7,81.8,162167,86.6,80.4
2026-03-03,EXP010,57.6,38.9,16609,63.6,50.9
2026-03-03,EXP011,79.0,50.4,66941,82.0,49.7
2026-03-03,EXP012,44.5,70.9,12838,95.2,63.6
2026-03-03,EXP013,44.6,37.7,34816,79.2,61.7
2026-03-03,EXP014,74.0,53.7,111878,64.5,32.5
2026-03-03,EXP015,68.8,47.7,78938,95.1,27.8
2026-03-03,EXP016,73.9,25.7,92143,86.9,42.0
2026-03-03,EXP017,50.7,76.1,128241,65.6,27.7
2026-03-03,EXP018,94.7,74.4,45906,94.8,50.1
2026-03-03,EXP019,76.4,57.4,21293,88.2,32.0
2026-03-03,EXP020,82.0,47.1,62454,67.6,87.9
2026-03-03,EXP021,80.8,34.4,169438,77.2,91.4
2026-03-03,EXP022,58.8,65.9,68632,90.9,27.2
2026-03-03,EXP023,42.1,45.8,126006,63.5,16.5
2026-03-03,EXP024,83.4,58.0,91729,88.4,28.6
2026-03-03,EXP025,66.6,64.8,3208,69.4,67.8
2026-03-03,EXP026,65.1,53.4,21163,84.8,53.8
2026-03-03,EXP027,57.4,62.2,118717,79.1,62.5
2026-03-03,EXP028,56.7,62.3,11086,97.0,59.2
2026-03-03,EXP029,95.0,25.3,2125,68.9,51.9
2026-03-03,EXP030,48.7,23.0,159577,62.4,22.3
2026-03-03,EXP031,91.0,31.4,166289,67.9,16.4
2026-03-03,EXP032,54.0,72.8,81867,74.3,45.8
2026-03-04,EXP001,47.0,39.9,27473,90.0,58.6
2026-03-04,EXP002,68.9,47.4,63557,71.8,60.7
2026-03-04,EXP003,46.1,68.0,30306,93.5,24.0
2026-03-04,EXP004,92.6,26.3,146559,65.3,37.9
2026-03-04,EXP005,84.9,50.7,158886,96.8,78.1
2026-03-04,EXP006,41.8,70.1,92450,98.7,75.3
2026-03-04,EXP007,41.9,71.0,98888,69.9,13.0
2026-03-04,EXP008,66.4,22.6,89043,92.8,54.4
2026-03-04,EXP009,70.4,45.1,45325,77.4,23.7
2026-03-04,EXP010,59.5,33.9,22255,86.5,93.2
2026-03-04,EXP011,40.2,43.5,45286,86.4,64.2
2026-03-04,EXP012,43.3,64.3,69702,91.5,71.6
2026-03-04,EXP013,91.5,52.3,8519,82.5,22.3
2026-03-04,EXP014,42.0,63.6,105555,80.3,18.6
2026-03-04,EXP015,83.1,51.2,84656,85.9,21.9
2026-03-04,EXP016,94.2,37.6,83473,90.3,39.6
2026-03-04,EXP017,40.1,73.3,145304,89.8,52.3
2026-03-04,EXP018,62.2,58.2,140490,77.9,18.6
2026-03-04,EXP019,67.2,55.4,144467,94.2,72.9
2026-03-04,EXP020,47.1,71.0,164178,62.2,39.2
2026-03-04,EXP021,56.9,60.0,126989,84.5,23.2
2026-03-04,EXP022,61.8,44.4,145391,66.0,25.5
2026-03-04,EXP023,66.8,53.1,101363,62.4,83.4
2026-03-04,EXP024,77.5,59.9,3798,90.8,18.8
2026-03-04,EXP025,89.9,78.2,12388,85.9,33.0
2026-03-04,EXP026,45.3,57.5,43760,64.0,42.6
2026-03-04,EXP027,49.0,47.3,123714,96.1,67.0
2026-03-04,EXP028,91.1,74.7,89445,72.0,38.4
2026-03-04,EXP029,78.0,57.3,9632,86.7,48.7
2026-03-04,EXP030,58.8,64.6,137625,83.2,42.2
2026-03-04,EXP031,75.6,63.2,29281,75.9,49.1
2026-03-04,EXP032,70.3,38.1,95698,63.1,77.0
2026-03-05,EXP001,41.3,34.8,109615,97.6,80.0
2026-03-05,EXP002,61.1,30.1,33758,98.4,68.3
2026-03-05,EXP003,89.1,72.6,74644,91.6,21.9
2026-03-05,EXP004,41.3,46.8,12434,69.4,25.5
2026-03-05,EXP005,47.6,21.3,37585,94.6,45.9
2026-03-05,EXP006,85.1,48.2,138975,69.2,62.9
2026-03-05,EXP007,67.1,76.5,93992,83.6,18.0
2026-03-05,EXP008,68.7,65.0,5644,68.6,84.7
2026-03-05,EXP009,40.2,51.4,12723,83.1,20.1
2026-03-05,EXP010,40.7,53.5,11617,92.4,71.4
2026-03-05,EXP011,63.7,50.1,10150,96.3,9.5
2026-03-05,EXP012,81.9,25.3,74758,79.6,84.0
2026-03-05,EXP013,82.0,74.8,77638,94.5,10.4
2026-03-05,EXP014,90.7,58.9,23623,72.5,45.8
2026-03-05,EXP015,54.8,32.8,107625,72.4,46.6
2026-03-05,EXP016,81.2,22.4,93763,95.7,44.8
2026-03-05,EXP017,77.1,35.1,133011,85.9,87.4
2026-03-05,EXP018,81.4,27.0,14093,83.4,29.3
2026-03-05,EXP019,84.2,35.9,20350,93.9,40.6
2026-03-05,EXP020,51.9,56.8,173845,77.3,33.3
2026-03-05,EXP021,57.9,69.1,84713,62.1,60.8
2026-03-05,EXP022,52.1,45.8,89759,88.2,70.4
2026-03-05,EXP023,40.9,82.0,106515,91.2,80.5
2026-03-05,EXP024,48.5,36.1,116234,64.1,36.1
2026-03-05,EXP025,70.6,28.5,73638,73.1,76.9
2026-03-05,EXP026,52.8,70.2,111059,97.4,91.5
2026-03-05,EXP027,95.6,79.5,92956,92.4,41.3
2026-03-05,EXP028,88.0,79.6,57992,66.2,8.5
2026-03-05,EXP029,47.1,22.7,108971,93.0,89.4
2026-03-05,EXP030,90.7,56.0,161435,78.7,48.4
2026-03-05,EXP031,91.6,63.1,133689,90.5,19.3
2026-03-05,EXP032,60.3,67.0,126807,71.1,12.3
2026-03-06,EXP001,66.9,37.9,27735,81.2,50.4
2026-03-06,EXP002,87.3,24.7,10735,89.4,46.9
2026-03-06,EXP003,65.4,38.6,117674,62.4,50.3
2026-03-06,EXP004,51.8,58.8,81750,67.1,36.1
2026-03-06,EXP005,83.8,52.6,53937,64.1,19.3
2026-03-06,EXP006,76.6,50.1,130162,72.9,21.5
2026-03-06,EXP007,52.5,56.6,32176,88.8,88.5
2026-03-06,EXP008,86.0,63.2,133448,67.3,57.1
2026-03-06,EXP009,50.1,36.8,22348,77.5,16.4
2026-03-06,EXP010,52.9,46.5,104637,70.0,63.6
2026-03-06,EXP011,93.2,32.1,74625,90.3,34.0
2026-03-06,EXP012,95.9,63.7,23630,91.3,67.1
2026-03-06,EXP013,46.9,46.5,51656,83.3,67.1
2026-03-06,EXP014,61.4,61.4,31018,80.7,11.7
2026-03-06,EXP015,79.4,26.3,115140,72.4,55.6
2026-03-06,EXP016,58.9,55.2,68907,70.6,64.7
2026-03-06,EXP017,92.6,80.8,125804,91.8,45.2
2026-03-06,EXP018,79.2,54.1,141852,87.0,38.2
2026-03-06,EXP019,47.1,45.1,60398,80.7,8.6
2026-03-06,EXP020,70.0,38.9,122934,96.3,35.2
2026-03-06,EXP021,50.0,66.3,69271,63.2,65.7
2026-03-06,EXP022,85.5,80.0,172888,84.9,28.7
2026-03-06,EXP023,80.8,37.8,114845,73.6,42.4
2026-03-06,EXP024,89.6,67.9,75217,68.7,49.2
2026-03-06,EXP025,60.8,40.0,59701,64.0,45.1
2026-03-06,EXP026,64.5,79.5,35842,97.4,45.5
2026-03-06,EXP027,71.5,49.3,151713,80.6,37.9
2026-03-06,EXP028,65.7,74.7,5715,74.6,29.9
2026-03-06,EXP029,50.7,58.9,132629,82.7,81.5
2026-03-06,EXP030,86.0,34.5,110430,72.6,60.3
2026-03-06,EXP031,87.6,63.7,47635,93.8,10.1
2026-03-06,EXP032,81.6,37.4,62906,89.4,50.4
2026-03-07,EXP001,51.9,62.4,120727,73.1,60.2
2026-03-07,EXP002,69.2,34.8,32568,65.0,84.9
2026-03-07,EXP003,63.1,80.6,106729,79.3,22.2
2026-03-07,EXP004,82.5,62.5,3054,88.3,65.2
2026-03-07,EXP005,79.6,51.0,127705,94.7,91.4
2026-03-07,EXP006,74.3,55.5,94956,67.9,47.4
2026-03-07,EXP007,94.0,54.9,50548,93.8,66.4
2026-03-07,EXP008,91.2,40.6,103749,71.0,67.1
2026-03-07,EXP009,51.2,35.0,121499,96.9,57.9
2026-03-07,EXP010,82.1,71.2,66737,96.2,68.6
2026-03-07,EXP011,73.5,25.6,116359,96.3,50.9
2026-03-07,EXP012,46.6,34.7,12072,66.4,47.1
2026-03-07,EXP013,80.6,22.2,45864,89.5,9.3
2026-03-07,EXP014,79.9,31.4,154652,94.0,14.1
2026-03-07,EXP015,42.9,31.8,55548,88.2,46.8
2026-03-07,EXP016,90.3,33.7,98234,85.1,16.5
2026-03-07,EXP017,95.7,24.6,160831,78.6,65.4
2026-03-07,EXP018,56.6,42.7,38185,97.7,51.3
2026-03-07,EXP019,72.0,48.8,7621,78.6,30.0
2026-03-07,EXP020,72.3,76.1,56460,66.1,27.3
2026-03-07,EXP021,91.2,76.6,153330,83.9,62.0
2026-03-07,EXP022,82.4,65.3,94915,63.0,10.7
2026-03-07,EXP023,65.9,71.1,167389,84.4,91.1
2026-03-07,EXP024,81.3,28.1,103356,63.7,65.5
2026-03-07,EXP025,50.1,24.9,105826,80.2,53.2
2026-03-07,EXP026,47.6,58.8,142373,65.1,14.2
2026-03-07,EXP027,75.7,45.8,16612,85.6,45.6
2026-03-07,EXP028,68.2,51.5,121735,74.5,52.1
2026-03-07,EXP029,89.4,45.1,45699,86.0,52.0
2026-03-07,EXP030,46.4,38.6,72415,75.0,39.1
2026-03-07,EXP031,83.1,63.7,13095,89.7,63.4
2026-03-07,EXP032,63.0,22.1,108338,63.5,42.0
2026-03-08,EXP001,58.0,64.3,37390,76.2,82.9
2026-03-08,EXP002,59.2,80.7,42614,78.4,62.8
2026-03-08,EXP003,86.9,46.5,13500,98.4,88.0
2026-03-08,EXP004,88.9,20.3,131225,89.6,39.2
2026-03-08,EXP005,68.9,67.1,51461,70.5,88.1
2026-03-08,EXP006,56.8,76.1,10882,91.0,49.7
2026-03-08,EXP007,50.4,49.7,7474,73.1,52.7
2026-03-08,EXP008,68.6,60.5,124275,71.5,77.1
2026-03-08,EXP009,44.1,53.7,100375,92.9,29.7
2026-03-08,EXP010,48.7,47.3,174822,77.4,92.0
2026-03-08,EXP011,62.0,79.5,123955,80.5,82.0
2026-03-08,EXP012,88.4,34.6,62771,75.0,25.2
2026-03-08,EXP013,61.6,45.9,134959,77.5,31.4
2026-03-08,EXP014,52.1,54.4,110222,88.3,93.0
2026-03-08,EXP015,70.3,77.4,31455,69.3,62.6
2026-03-08,EXP016,54.0,50.7,68103,89.6,71.2
2026-03-08,EXP017,61.0,57.4,104746,62.4,84.4
2026-03-08,EXP018,89.0,36.8,161992,83.3,38.2
2026-03-08,EXP019,80.3,56.5,148989,68.2,51.9
2026-03-08,EXP020,83.2,65.5,32965,82.3,9.7
2026-03-08,EXP021,51.4,21.3,109164,62.9,64.4
2026-03-08,EXP022,51.4,75.8,24155,71.1,25.8
2026-03-08,EXP023,86.3,81.4,26441,90.1,91.8
2026-03-08,EXP024,83.4,77.4,133694,92.1,45.5
2026-03-08,EXP025,78.5,55.3,90169,95.6,56.9
2026-03-08,EXP026,71.6,29.2,53997,89.8,28.1
2026-03-08,EXP027,40.3,46.7,34834,70.1,76.4
2026-03-08,EXP028,52.6,56.2,2504,99.0,84.7
2026-03-08,EXP029,59.5,35.3,119081,94.5,61.7
2026-03-08,EXP030,90.3,45.9,170377,83.0,60.4
2026-03-08,EXP031,56.6,27.7,79901,66.1,92.9
2026-03-08,EXP032,84.7,40.4,91278,78.0,91.5
2026-03-09,EXP001,56.9,66.5,122033,63.9,61.1
2026-03-09,EXP002,71.8,75.0,62714,67.7,82.3
2026-03-09,EXP003,58.5,76.1,7234,69.5,34.3
2026-03-09,EXP004,80.0,42.7,141871,64.9,74.4
2026-03-09,EXP005,65.6,47.9,10180,77.5,83.9
2026-03-09,EXP006,90.8,31.3,150447,73.4,9.0
2026-03-09,EXP007,47.3,78.7,2178,77.8,64.0
2026-03-09,EXP008,69.6,40.0,113181,70.5,88.7
2026-03-09,EXP009,79.6,74.4,11687,80.2,86.9
2026-03-09,EXP010,87.5,65.8,4878,82.6,60.0
2026-03-09,EXP011,61.0,69.4,23775,94.9,86.3
2026-03-09,EXP012,65.2,28.9,125343,95.0,62.6
2026-03-09,EXP013,44.2,27.1,6643,84.3,17.3
2026-03-09,EXP014,56.5,30.9,168205,63.1,58.6
2026-03-09,EXP015,77.5,33.5,126522,97.8,17.5
2026-03-09,EXP016,91.9,21.3,8303,62.7,51.9
2026-03-09,EXP017,41.2,65.1,173308,66.4,93.9
2026-03-09,EXP018,46.4,34.9,11454,81.7,18.1
2026-03-09,EXP019,78.1,59.0,103027,97.8,87.3
2026-03-09,EXP020,68.5,52.1,124525,92.9,85.5
2026-03-09,EXP021,60.3,28.0,101451,66.8,78.0
2026-03-09,EXP022,89.5,31.4,77506,89.5,68.6
2026-03-09,EXP023,51.2,27.4,41552,97.0,83.1
2026-03-09,EXP024,55.3,44.0,156104,95.7,74.6
2026-03-09,EXP025,67.5,53.2,153391,72.9,24.1
2026-03-09,EXP026,84.5,58.9,78739,90.5,38.3
2026-03-09,EXP027,66.0,42.1,144918,83.1,79.1
2026-03-09,EXP028,57.4,66.6,37405,89.4,25.7
2026-03-09,EXP029,89.3,73.3,63483,97.9,32.8
2026-03-09,EXP030,60.2,34.8,42883,80.3,56.1
2026-03-09,EXP031,57.4,72.5,105745,69.7,57.0
2026-03-09,EXP032,42.4,58.6,156530,98.1,41.5
2026-03-10,EXP001,42.3,34.8,28869,90.9,78.6
2026-03-10,EXP002,84.3,70.9,19990,77.9,37.2
2026-03-10,EXP003,40.4,42.7,108332,83.8,57.5
2026-03-10,EXP004,62.3,78.7,70534,83.0,46.5
2026-03-10,EXP005,63.4,22.6,61645,70.1,57.9
2026-03-10,EXP006,51.5,58.7,41940,62.7,63.1
2026-03-10,EXP007,85.4,52.6,28336,88.2,31.9
2026-03-10,EXP008,45.2,59.6,45457,79.4,56.2
2026-03-10,EXP009,90.2,52.4,170649,62.2,53.1
2026-03-10,EXP010,43.4,79.5,163971,84.1,77.6
2026-03-10,EXP011,74.0,69.1,26334,92.9,45.3
2026-03-10,EXP012,70.2,38.3,76338,86.5,23.2
2026-03-10,EXP013,90.4,50.6,174027,71.0,56.6
2026-03-10,EXP014,63.9,48.3,114659,78.9,93.3
2026-03-10,EXP015,51.2,46.4,59065,92.1,42.5
2026-03-10,EXP016,49.3,55.5,92054,85.4,35.7
2026-03-10,EXP017,54.9,62.2,65384,84.7,54.6
2026-03-10,EXP018,41.0,51.8,29232,89.7,60.2
2026-03-10,EXP019,44.3,28.9,32214,98.4,42.8
2026-03-10,EXP020,47.1,43.5,70347,83.7,31.8
2026-03-10,EXP021,59.6,58.7,167678,67.7,12.9
2026-03-10,EXP022,46.1,70.3,147245,66.4,33.0
2026-03-10,EXP023,80.5,50.8,110329,77.6,18.9
2026-03-10,EXP024,79.5,44.0,44088,63.2,19.2
2026-03-10,EXP025,44.6,38.1,5861,75.1,20.6
2026-03-10,EXP026,80.7,77.9,170108,74.4,88.6
2026-03-10,EXP027,86.5,34.9,49958,74.8,25.2
2026-03-10,EXP028,90.5,53.4,23151,80.2,91.8
2026-03-10,EXP029,90.8,67.8,68615,84.4,93.2
2026-03-10,EXP030,83.1,46.6,56482,74.3,72.2
2026-03-10,EXP031,93.7,33.1,102570,94.1,44.4
2026-03-10,EXP032,95.0,51.4,72732,80.1,74.5
2026-03-11,EXP001,85.6,63.7,107616,71.9,16.2
2026-03-11,EXP002,91.9,75.9,93245,76.1,43.0
2026-03-11,EXP003,68.1,49.1,15154,78.4,75.6
2026-03-11,EXP004,95.6,39.2,139485,65.0,20.5
2026-03-11,EXP005,91.8,40.9,136445,94.0,65.8
2026-03-11,EXP006,70.6,79.8,28228,74.5,76.9
2026-03-11,EXP007,95.9,65.3,147284,87.1,61.5
2026-03-11,EXP008,69.8,53.7,126121,82.5,59.0
2026-03-11,EXP009,58.4,40.8,115782,68.6,21.5
2026-03-11,EXP010,88.2,26.5,38650,68.6,84.6
2026-03-11,EXP011,48.9,41.5,106707,77.0,49.6
2026-03-11,EXP012,54.1,76.9,65635,65.7,89.4
2026-03-11,EXP013,46.4,66.4,70424,71.0,14.6
2026-03-11,EXP014,49.5,70.9,117224,71.5,63.7
2026-03-11,EXP015,49.1,42.6,48060,66.1,55.1
2026-03-11,EXP016,90.9,24.1,116411,82.0,9.4
2026-03-11,EXP017,86.3,68.3,2147,81.6,68.5
2026-03-11,EXP018,91.4,56.8,43671,62.9,25.2
2026-03-11,EXP019,42.8,44.5,123387,68.5,63.1
2026-03-11,EXP020,91.6,71.2,142766,77.9,72.9
2026-03-11,EXP021,82.7,33.8,44937,91.9,27.3
2026-03-11,EXP022,82.9,52.4,74233,66.2,56.1
2026-03-11,EXP023,57.0,42.4,24834,81.0,26.6
2026-03-11,EXP024,82.1,47.1,74382,67.0,42.6
2026-03-11,EXP025,87.2,65.8,140051,80.0,38.4
2026-03-11,EXP026,44.8,63.5,100292,63.3,57.6
2026-03-11,EXP027,92.3,40.7,83607,81.5,81.1
2026-03-11,EXP028,73.4,42.7,29788,87.9,44.1
2026-03-11,EXP029,40.0,41.4,110396,77.1,60.4
2026-03-11,EXP030,66.5,61.6,93305,96.0,11.0
2026-03-11,EXP031,76.6,20.5,63379,80.8,16.1
2026-03-11,EXP032,48.9,64.4,98352,82.9,25.0
2026-03-12,EXP001,56.0,66.7,17901,76.5,67.6
2026-03-12,EXP002,52.5,52.2,20162,62.1,92.7
2026-03-12,EXP003,93.9,55.9,143215,94.8,72.7
2026-03-12,EXP004,69.0,45.5,64928,80.7,78.9
2026-03-12,EXP005,48.2,48.9,37975,63.2,67.6
2026-03-12,EXP006,88.0,48.1,54364,92.6,72.6
2026-03-12,EXP007,53.2,21.5,141613,97.6,87.4
2026-03-12,EXP008,61.0,58.6,97424,74.0,43.5
2026-03-12,EXP009,72.4,66.6,167712,81.0,11.8
